iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
VGB,North America,British Virgin Islands,2020-01-26,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-01-27,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-01-28,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-01-29,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-01-30,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-01-31,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-01,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-02,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-03,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-04,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-05,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-06,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-07,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-08,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-09,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-10,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-11,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-12,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-13,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-14,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-15,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-16,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-17,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-18,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-19,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-20,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-21,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-22,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-23,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-24,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-25,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-26,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-27,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-28,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-02-29,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-01,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-02,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-03,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-04,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-05,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-06,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-07,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-08,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-09,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-10,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-11,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-12,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-13,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-14,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-15,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-16,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-17,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-18,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-19,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-20,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-21,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-22,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-23,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-24,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-25,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-26,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-27,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-28,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-29,2,2,0.286,,0,0,63.833,63.833,9.119,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-30,2,0,0.286,,0,0,63.833,0,9.119,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-03-31,2,0,0.286,,0,0,63.833,0,9.119,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-01,2,0,0.286,,0,0,63.833,0,9.119,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-02,2,0,0.286,,0,0,63.833,0,9.119,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-03,2,0,0.286,,0,0,63.833,0,9.119,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-04,2,0,0.286,,0,0,63.833,0,9.119,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-05,3,1,0.143,,0,0,95.749,31.916,4.559,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-06,3,0,0.143,,0,0,95.749,0,4.559,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-07,3,0,0.143,,0,0,95.749,0,4.559,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-08,3,0,0.143,,0,0,95.749,0,4.559,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-09,3,0,0.143,,0,0,95.749,0,4.559,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-10,3,0,0.143,,0,0,95.749,0,4.559,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-11,3,0,0.143,,0,0,95.749,0,4.559,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-12,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-13,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-14,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-15,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-16,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-17,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-18,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-19,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-20,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-21,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-22,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-23,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-24,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-25,3,0,0,,0,0,95.749,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-26,6,3,0.429,1,1,0.143,191.498,95.749,13.678,31.916,31.916,4.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-27,6,0,0.429,1,0,0.143,191.498,0,13.678,31.916,0,4.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-28,6,0,0.429,1,0,0.143,191.498,0,13.678,31.916,0,4.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-29,6,0,0.429,1,0,0.143,191.498,0,13.678,31.916,0,4.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-04-30,6,0,0.429,1,0,0.143,191.498,0,13.678,31.916,0,4.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-01,6,0,0.429,1,0,0.143,191.498,0,13.678,31.916,0,4.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-02,6,0,0.429,1,0,0.143,191.498,0,13.678,31.916,0,4.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-03,6,0,0,1,0,0,191.498,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-04,6,0,0,1,0,0,191.498,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-05,6,0,0,1,0,0,191.498,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-06,6,0,0,1,0,0,191.498,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-07,6,0,0,1,0,0,191.498,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-08,6,0,0,1,0,0,191.498,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-09,6,0,0,1,0,0,191.498,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-10,7,1,0.143,1,0,0,223.414,31.916,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-11,7,0,0.143,1,0,0,223.414,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-12,7,0,0.143,1,0,0,223.414,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-13,7,0,0.143,1,0,0,223.414,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-14,7,0,0.143,1,0,0,223.414,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-15,7,0,0.143,1,0,0,223.414,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-16,7,0,0.143,1,0,0,223.414,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-17,8,1,0.143,1,0,0,255.33,31.916,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-18,8,0,0.143,1,0,0,255.33,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-19,8,0,0.143,1,0,0,255.33,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-20,8,0,0.143,1,0,0,255.33,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-21,8,0,0.143,1,0,0,255.33,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-22,8,0,0.143,1,0,0,255.33,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-23,8,0,0.143,1,0,0,255.33,0,4.559,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-24,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-25,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-26,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-27,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-28,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-29,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-30,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-05-31,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-06-01,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-06-02,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-06-03,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
VGB,North America,British Virgin Islands,2020-06-04,8,0,0,1,0,0,255.33,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31332,,,,
